pl_name,hostname,hip_name,sy_pnum
"HD 86264 b","HD 86264","HIP 48780",1
"HD 8673 b","HD 8673","HIP 6702",1
"HD 87883 b","HD 87883","HIP 49699",1
"HD 88133 b","HD 88133","HIP 49813",1
"Kepler-782 b","Kepler-782",,1
"HD 89307 b","HD 89307","HIP 50473",1
"HD 89744 b","HD 89744","HIP 50786",1
"HD 90156 b","HD 90156","HIP 50921",1
"HD 92788 b","HD 92788","HIP 52409",2
"HD 93083 b","HD 93083","HIP 52521",1
"HD 9446 b","HD 9446","HIP 7245",2
"HD 9446 c","HD 9446","HIP 7245",2
"HD 95089 b","HD 95089","HIP 53666",2
"HD 96063 b","HD 96063","HIP 54158",1
"HD 96127 b","HD 96127","HIP 54232",1
"HD 96167 b","HD 96167","HIP 54195",1
"HD 97658 b","HD 97658","HIP 54906",1
"HD 98219 b","HD 98219","HIP 55174",1
"HD 99109 b","HD 99109","HIP 55664",1
"HD 99492 b","HD 99492","HIP 55848",2
"HD 99706 b","HD 99706","HIP 55994",2
"HIP 12961 b","HIP 12961","HIP 12961",1
"HIP 14810 b","HIP 14810","HIP 14810",3
"HIP 14810 c","HIP 14810","HIP 14810",3
"HIP 14810 d","HIP 14810","HIP 14810",3
"Kepler-746 b","Kepler-746",,1
"HIP 5158 b","HIP 5158","HIP 5158",2
"GJ 1148 b","GJ 1148","HIP 57050",2
"HIP 57274 b","HIP 57274","HIP 57274",3
"HIP 57274 c","HIP 57274","HIP 57274",3
"HIP 57274 d","HIP 57274","HIP 57274",3
"HIP 70849 b","HIP 70849","HIP 70849",1
"iot Dra b","iot Dra","HIP 75458",2
"HIP 78530 b","HIP 78530","HIP 78530",1
"HIP 79431 b","HIP 79431","HIP 79431",1
"HR 810 b","HR 810","HIP 12653",1
"HR 8799 b","HR 8799","HIP 114189",4
"HR 8799 c","HR 8799","HIP 114189",4
"HR 8799 d","HR 8799","HIP 114189",4
"HR 8799 e","HR 8799","HIP 114189",4
"kap CrB b","kap CrB","HIP 77655",1
"xi Aql b","xi Aql","HIP 97938",1
"Lupus-TR-3 b","Lupus-TR-3",,1
"MOA-2007-BLG-192L b","MOA-2007-BLG-192L",,1
"MOA-2007-BLG-400L b","MOA-2007-BLG-400L",,1
"MOA-2008-BLG-310L b","MOA-2008-BLG-310L",,1
"MOA-2009-BLG-266L b","MOA-2009-BLG-266L",,1
"MOA-2009-BLG-319L b","MOA-2009-BLG-319L",,1
"MOA-2009-BLG-387L b","MOA-2009-BLG-387L",,1
"BD-13 2130 b","BD-13 2130",,1
"OGLE-2005-BLG-071L b","OGLE-2005-BLG-071L",,1
"OGLE-2005-BLG-169L b","OGLE-2005-BLG-169L",,1
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L",,1
"OGLE-2006-BLG-109L b","OGLE-2006-BLG-109L",,2
"OGLE-2006-BLG-109L c","OGLE-2006-BLG-109L",,2
"OGLE-2007-BLG-368L b","OGLE-2007-BLG-368L",,1
"OGLE-2003-BLG-235L b","OGLE-2003-BLG-235L",,1
"OGLE2-TR-L9 b","OGLE2-TR-L9",,1
"OGLE-TR-10 b","OGLE-TR-10",,1
"OGLE-TR-111 b","OGLE-TR-111",,1
"OGLE-TR-113 b","OGLE-TR-113",,1
"OGLE-TR-132 b","OGLE-TR-132",,1
"OGLE-TR-182 b","OGLE-TR-182",,1
"OGLE-TR-211 b","OGLE-TR-211",,1
"OGLE-TR-56 b","OGLE-TR-56",,1
"Kepler-743 b","Kepler-743",,1
"PSR B1257+12 b","PSR B1257+12",,3
"PSR B1257+12 c","PSR B1257+12",,3
"PSR B1257+12 d","PSR B1257+12",,3
"PSR B1620-26 b","PSR B1620-26",,1
"Qatar-1 b","Qatar-1",,1
"Qatar-2 b","Qatar-2",,1
"rho CrB b","rho CrB","HIP 78459",4
"SWEEPS-4 b","SWEEPS-4",,1
"SWEEPS-11 b","SWEEPS-11",,1
"tau Boo b","tau Boo","HIP 67275",1
"TrES-1 b","TrES-1",,1
"TrES-3 b","TrES-3",,1
"TrES-4 b","TrES-4",,1
"TrES-5 b","TrES-5",,1
"ups And b","ups And","HIP 7513",3
"ups And c","ups And","HIP 7513",3
"ups And d","ups And","HIP 7513",3
"USco CTIO 108 b","USco CTIO 108",,1
"V0391 Peg b","V0391 Peg",,1
"WASP-10 b","WASP-10",,1
"WASP-11 b","WASP-11",,1
"WASP-12 b","WASP-12",,1
"WASP-13 b","WASP-13",,1
"WASP-14 b","WASP-14",,1
"WASP-15 b","WASP-15",,1
"WASP-16 b","WASP-16",,1
"WASP-17 b","WASP-17",,1
"WASP-18 b","WASP-18","HIP 7562",2
"WASP-19 b","WASP-19",,1
"WASP-1 b","WASP-1",,1
"Kepler-747 b","Kepler-747",,1
"WASP-21 b","WASP-21",,1
"WASP-22 b","WASP-22",,1
"WASP-24 b","WASP-24",,1
"WASP-25 b","WASP-25",,1
"WASP-26 b","WASP-26",,1
"WASP-28 b","WASP-28",,1
"WASP-29 b","WASP-29",,1
"WASP-2 b","WASP-2",,1
"WASP-31 b","WASP-31",,1
"WASP-32 b","WASP-32",,1
"WASP-33 b","WASP-33","HIP 11397",1
"WASP-34 b","WASP-34",,1
"WASP-35 b","WASP-35",,1
"WASP-36 b","WASP-36",,1
"WASP-37 b","WASP-37",,1
"WASP-38 b","WASP-38",,1
"WASP-39 b","WASP-39",,1
"WASP-3 b","WASP-3",,1
"WASP-41 b","WASP-41",,2
"WASP-43 b","WASP-43",,1
"WASP-44 b","WASP-44",,1
"WASP-45 b","WASP-45",,1
"WASP-46 b","WASP-46",,1
"WASP-48 b","WASP-48",,1
"WASP-4 b","WASP-4",,1
"WASP-50 b","WASP-50",,1
"WASP-5 b","WASP-5",,1
"WASP-6 b","WASP-6",,1
"WASP-7 b","WASP-7",,1
"WASP-8 b","WASP-8",,2
"XO-1 b","XO-1",,1
"XO-2 N b","XO-2 N",,3
"XO-3 b","XO-3",,1
"XO-4 b","XO-4",,1
"XO-5 b","XO-5",,1
"11 Com b","11 Com","HIP 60202",1
"alf Ari b","alf Ari","HIP 9884",1
"CoRoT-16 b","CoRoT-16",,1
"FU Tau b","FU Tau",,1
"HD 106515 A b","HD 106515 A","HIP 59743 A",1
"HD 166724 b","HD 166724","HIP 89354",1
"HD 180314 b","HD 180314","HIP 94576",1
"HD 196067 b","HD 196067","HIP 102125",2
"HD 220689 b","HD 220689","HIP 115662",1
"HD 27631 b","HD 27631","HIP 20199",1
"HD 38283 b","HD 38283","HIP 26380",1
"HD 65216 c","HD 65216","HIP 38558",2
"HD 98649 b","HD 98649","HIP 55409",1
"HIP 5158 c","HIP 5158","HIP 5158",2
"Kepler-471 b","Kepler-471",,1
"HN Peg b","HN Peg","HIP 107350",1
"HU Aqr AB b","HU Aqr",,2
"HU Aqr AB c","HU Aqr",,2
"LkCa 15 b","LkCa 15",,2
"NN Ser c","NN Ser",,2
"NN Ser d","NN Ser",,2
"nu Oph b","nu Oph","HIP 88048",2
"nu Oph c","nu Oph","HIP 88048",2
"NY Vir b","NY Vir",,2
"Oph 11 b","Oph 11",,1
"Kepler-749 b","Kepler-749",,1
"Ross 458 c","Ross 458","HIP 63510",1
"SR 12 AB c","SR 12 AB",,1
"tau Gem b","tau Gem","HIP 34693",1
"WASP-23 b","WASP-23",,1
"KOI-55 b","KOI-55",,2
"KOI-55 c","KOI-55",,2
"MOA-2010-BLG-477L b","MOA-2010-BLG-477L",,1
"HD 142 c","HD 142","HIP 522",3
"HATS-1 b","HATS-1",,1
"WASP-78 b","WASP-78",,1
"Kepler-750 b","Kepler-750",,2
"WASP-79 b","WASP-79",,1
"KELT-1 b","KELT-1",,1
"KELT-2 A b","KELT-2 A","HIP 29301",1
"Kepler-36 b","Kepler-36",,2
"GJ 3470 b","GJ 3470",,1
"BD+20 274 b","BD+20 274",,1
"HD 219415 b","HD 219415",,1
"Pr0201 b","Pr0201",,1
"Pr0211 b","Pr0211",,2
"HD 77338 b","HD 77338","HIP 44291",1
"HD 207832 b","HD 207832","HIP 107985",2
"HD 207832 c","HD 207832","HIP 107985",2
"HAT-P-39 b","HAT-P-39",,1
"HAT-P-40 b","HAT-P-40",,1
"HAT-P-41 b","HAT-P-41",,1
"HD 5608 b","HD 5608","HIP 4552",1
"75 Cet b","75 Cet","HIP 11791",2
"omi UMa b","omi UMa","HIP 41704",1
"omi CrB b","omi CrB","HIP 75049",1
"WASP-42 b","WASP-42",,1
"Kepler-751 b","Kepler-751",,1
"WASP-47 b","WASP-47",,4
"WASP-49 b","WASP-49",,1
"WASP-55 b","WASP-55",,1
"WASP-61 b","WASP-61",,1
"WASP-62 b","WASP-62",,1
"WASP-63 b","WASP-63",,1
"WASP-66 b","WASP-66",,1
"WASP-67 b","WASP-67",,1
"HAT-P-38 b","HAT-P-38",,1
"Kepler-46 c","Kepler-46",,3
"Kepler-47 b","Kepler-47",,3
"Kepler-47 c","Kepler-47",,3
"eps CrB b","eps CrB","HIP 78159",1
"WTS-1 b","WTS-1",,1
"WASP-54 b","WASP-54",,1
"WASP-56 b","WASP-56",,1
"WASP-57 b","WASP-57",,1
"HD 4732 b","HD 4732","HIP 3834",2
"HD 4732 c","HD 4732","HIP 3834",2
"HD 37605 c","HD 37605","HIP 26664",2
"HD 40307 f","HD 40307","HIP 27887",5
"HD 40307 g","HD 40307","HIP 27887",5
"HD 66141 b","HD 66141","HIP 39311",1
"HD 208527 b","HD 208527","HIP 108296",1
"HD 220074 b","HD 220074","HIP 115218",1
"WASP-52 b","WASP-52",,1
"WASP-58 b","WASP-58",,1
"WASP-59 b","WASP-59",,1
"WASP-60 b","WASP-60",,1
"WASP-77 A b","WASP-77 A",,1
"GJ 676 A d","GJ 676 A","HIP 85647",4
"GJ 676 A e","GJ 676 A","HIP 85647",4
"kap And b","kap And","HIP 116805",1
"BD-06 1339 b","BD-06 1339","HIP 27803",2
"BD-06 1339 c","BD-06 1339","HIP 27803",2
"HD 103774 b","HD 103774","HIP 58263",1
"HD 109271 b","HD 109271","HIP 61300",2
"HD 109271 c","HD 109271","HIP 61300",2
"MOA-2010-BLG-073L b","MOA-2010-BLG-073L",,1
"HD 219077 b","HD 219077","HIP 114699",1
"OGLE-2012-BLG-0026L b","OGLE-2012-BLG-0026L",,2
"OGLE-2012-BLG-0026L c","OGLE-2012-BLG-0026L",,2
"Kepler-68 d","Kepler-68",,4
"WASP-64 b","WASP-64",,1
"WASP-72 b","WASP-72",,1
"WASP-80 b","WASP-80",,1
"WASP-71 b","WASP-71",,1
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L",,1
"HD 159868 c","HD 159868","HIP 86375",2
"PH1 b","PH1",,1
"HD 222155 b","HD 222155","HIP 116616",1
"HD 24040 b","HD 24040","HIP 17960",2
"ome Ser b","ome Ser","HIP 77578",1
"HD 2952 b","HD 2952","HIP 2611",1
"HD 120084 b","HD 120084","HIP 66903",1
"Kepler-19 c","Kepler-19",,3
"BD+15 2940 b","BD+15 2940","HIP 78407",1
"HD 233604 b","HD 233604",,1
"HD 95086 b","HD 95086","HIP 53524",1
"KELT-3 b","KELT-3",,1
"Kepler-116 b","Kepler-116",,2
"GJ 163 b","GJ 163","HIP 19394",3
"GJ 163 c","GJ 163","HIP 19394",3
"GJ 163 d","GJ 163","HIP 19394",3
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201",,1
"HIP 63242 b","HIP 63242","HIP 63242",1
"GJ 667 C e","GJ 667 C",,5
"GJ 667 C f","GJ 667 C",,5
"GJ 667 C g","GJ 667 C",,5
"GJ 504 b","GJ 504","HIP 64792",1
"Kepler-78 b","Kepler-78",,1
"GJ 328 b","GJ 328","HIP 43790",2
"HD 203030 b","HD 203030","HIP 105232",1
"CHXR 73 b","CHXR 73",,1
"DH Tau b","DH Tau",,1
"CFBDSIR J145829+101343 b","CFBDSIR J145829+101343",,1
"2MASS J01225093-2439505 b","2MASS J01225093-2439505",,1
"WD 0806-661 b","WD 0806-661",,1
"POTS-1 b","POTS-1",,1
"HATS-2 b","HATS-2",,1
"HATS-3 b","HATS-3",,1
"PSR J1719-1438 b","PSR J1719-1438",,1
"RR Cae b","RR Cae",,1
"WASP-65 b","WASP-65",,1
"WASP-75 b","WASP-75",,1
"HD 113337 b","HD 113337","HIP 63584",2
"MOA-2011-BLG-293L b","MOA-2011-BLG-293L",,1
"HAT-P-42 b","HAT-P-42",,1
"HAT-P-43 b","HAT-P-43",,1
"OGLE-2012-BLG-0358L b","OGLE-2012-BLG-0358L",,1
"ROXs 42 B b","ROXs 42 B",,1
"WISEP J121756.91+162640.2 A b","WISEP J121756.91+162640.2 A",,1
"MOA-2008-BLG-379L b","MOA-2008-BLG-379L",,1
"HD 13908 b","HD 13908","HIP 10743",2
"HD 13908 c","HD 13908","HIP 10743",2
"HD 159243 b","HD 159243","HIP 85911",2
"HD 159243 c","HD 159243","HIP 85911",2
"HIP 91258 b","HIP 91258","HIP 91258",1
"ROXs 12 b","ROXs 12",,1
"HD 106906 b","HD 106906","HIP 59960",1
"OGLE-2012-BLG-0406L b","OGLE-2012-BLG-0406L",,1
"Kepler-93 c","Kepler-93",,2
"Kepler-94 c","Kepler-94",,2
"Kepler-48 e","Kepler-48",,5
"Kepler-25 d","Kepler-25",,3
"KOI-142 c","KOI-142",,3
"Kepler-97 c","Kepler-97",,2
"Kepler-407 c","Kepler-407",,2
"MOA-2011-BLG-322L b","MOA-2011-BLG-322L",,1
"CoRoT-27 b","CoRoT-27",,1
"WASP-103 b","WASP-103",,1
"KELT-6 b","KELT-6",,2
"NGC 2682 YBP 1194 b","NGC 2682 YBP 1194",,1
"NGC 2682 YBP 1514 b","NGC 2682 YBP 1514",,1
"HD 154857 c","HD 154857","HIP 84069",2
"UZ For b","UZ For",,2
"UZ For c","UZ For",,2
"Kepler-413 b","Kepler-413",,1
"HAT-P-49 b","HAT-P-49",,1
"WTS-2 b","WTS-2",,1
"HD 4203 c","HD 4203","HIP 3502",2
"WASP-8 c","WASP-8",,2
"WASP-68 b","WASP-68",,1
"WASP-73 b","WASP-73",,1
"WASP-88 b","WASP-88",,1
"WASP-95 b","WASP-95",,1
"WASP-96 b","WASP-96",,1
"WASP-97 b","WASP-97",,1
"WASP-98 b","WASP-98",,1
"WASP-99 b","WASP-99",,1
"WASP-100 b","WASP-100",,1
"WASP-101 b","WASP-101",,1
"CoRoT-25 b","CoRoT-25",,1
"CoRoT-26 b","CoRoT-26",,1
"MOA-bin-1L b","MOA-bin-1L",,1
"HAT-P-44 b","HAT-P-44",,2
"HAT-P-45 b","HAT-P-45",,1
"HAT-P-46 b","HAT-P-46",,1
"HAT-P-44 c","HAT-P-44",,2
"HD 285507 b","HD 285507","HIP 19207",1
"GU Psc b","GU Psc",,1
"HATS-5 b","HATS-5",,1
"bet Cnc b","bet Cnc","HIP 40526",1
"mu Leo b","mu Leo","HIP 48455",1
"bet UMi b","bet UMi","HIP 72607",1
"GJ 687 b","GJ 687","HIP 86162",2
"Kapteyn c","Kapteyn","HIP 24186",1
"HIP 105854 b","HIP 105854","HIP 105854",1
"CoRoT-24 b","CoRoT-24",,2
"CoRoT-24 c","CoRoT-24",,2
"OGLE-2008-BLG-355L b","OGLE-2008-BLG-355L",,1
"Kepler-419 c","Kepler-419",,2
"HATS-4 b","HATS-4",,1
"OGLE-2013-BLG-0341L B b","OGLE-2013-BLG-0341L B",,1
"XO-2 S b","XO-2 S",,3
"XO-2 S c","XO-2 S",,3
"HD 150706 b","HD 150706","HIP 80902",1
"CoRoT-22 b","CoRoT-22",,1
"Kepler-412 b","Kepler-412",,1
"WASP-117 b","WASP-117",,1
"GJ 15 A b","GJ 15 A","HIP 1475",2
"WASP-104 b","WASP-104",,1
"WASP-106 b","WASP-106",,1
"HD 14067 b","HD 14067","HIP 10657",1
"HIP 67851 b","HIP 67851","HIP 67851",2
"HIP 67851 c","HIP 67851","HIP 67851",2
"HIP 97233 b","HIP 97233","HIP 97233",1
"WASP-94 A b","WASP-94 A",,2
"WASP-94 B b","WASP-94 B",,2
"KIC 10001893 b","KIC 10001893",,3
"KIC 10001893 c","KIC 10001893",,3
"KIC 10001893 d","KIC 10001893",,3
"Kepler-424 c","Kepler-424",,2
"WASP-69 b","WASP-69",,1
"WASP-70 A b","WASP-70 A",,1
"WASP-84 b","WASP-84",,2
"TYC 1422-614-1 b","TYC 1422-614-1",,2
"TYC 1422-614-1 c","TYC 1422-614-1",,2
"OGLE-2008-BLG-092L b","OGLE-2008-BLG-092L",,1
"Kepler-289 d","Kepler-289",,4
"HD 5319 c","HD 5319","HIP 4297",2
"HD 10442 b","HD 10442",,1
"HD 75784 b","HD 75784","HIP 43569",2
"GJ 3293 b","GJ 3293",,4
"GJ 3293 c","GJ 3293",,4
"GJ 3341 b","GJ 3341",,1
"HIP 116454 b","HIP 116454","HIP 116454",1
"HD 564 b","HD 564","HIP 801",1
"HD 30669 b","HD 30669","HIP 22320",1
"Kepler-755 b","Kepler-755",,2
"HD 108341 b","HD 108341","HIP 60788",1
"HD 103720 b","HD 103720","HIP 58237",1
"BD-11 4672 b","BD-11 4672","HIP 90979",2
"OGLE-2013-BLG-0102L b","OGLE-2013-BLG-0102L",,1
"BD+49 828 b","BD+49 828",,1
"HD 145934 b","HD 145934",,1
"Kepler-445 d","Kepler-445",,3
"HD 95127 b","HD 95127","HIP 53733",1
"HD 216536 b","HD 216536",,1
"OGLE-2014-BLG-0124L b","OGLE-2014-BLG-0124L",,1
"Kepler-1734 b","Kepler-1734",,1
"WASP-82 b","WASP-82",,1
"K2-3 b","K2-3",,3
"K2-3 c","K2-3",,3
"K2-3 d","K2-3",,3
"OGLE-2011-BLG-0265L b","OGLE-2011-BLG-0265L",,1
"WASP-20 b","WASP-20",,1
"HD 1605 b","HD 1605","HIP 1640",2
"HD 1605 c","HD 1605","HIP 1640",2
"HD 1666 b","HD 1666","HIP 1666",1
"HD 67087 b","HD 67087","HIP 39767",2
"Kepler-265 c","Kepler-265",,4
"HD 67087 c","HD 67087","HIP 39767",2
"CoRoT-28 b","CoRoT-28",,1
"CoRoT-29 b","CoRoT-29",,1
"HAT-P-54 b","HAT-P-54",,1
"HD 100546 b","HD 100546","HIP 56379",1
"Kepler-432 c","Kepler-432",,2
"HATS-6 b","HATS-6",,1
"HD 7924 c","HD 7924","HIP 6379",3
"HD 7924 d","HD 7924","HIP 6379",3
"VHS J125601.92-125723.9 b","VHS J125601.92-125723.9",,1
"Kepler-756 b","Kepler-756",,1
"2MASS J02192210-3925225 b","2MASS J02192210-3925225",,1
"HATS-9 b","HATS-9",,1
"HATS-10 b","HATS-10",,1
"alf Tau b","alf Tau","HIP 21421",1
"2MASS J19383260+4603591 b","2MASS J19383260+4603591",,3
"MOA-2010-BLG-328L b","MOA-2010-BLG-328L",,1
"MOA-2011-BLG-262L b","MOA-2011-BLG-262L",,1
"HIP 65891 b","HIP 65891","HIP 65891",1
"HIP 107773 b","HIP 107773","HIP 107773",1
"KELT-7 b","KELT-7","HIP 24323",1
"HAT-P-55 b","HAT-P-55",,1
"HATS-8 b","HATS-8",,1
"WASP-74 b","WASP-74",,1
"WASP-83 b","WASP-83",,1
"WASP-89 b","WASP-89",,1
"K2-4 b","K2-4",,1
"K2-5 b","K2-5",,2
"K2-5 c","K2-5",,2
"K2-6 b","K2-6",,1
"K2-7 b","K2-7",,1
"K2-8 b","K2-8",,2
"K2-9 b","K2-9",,1
"K2-19 b","K2-19",,3
"K2-19 c","K2-19",,3
"K2-10 b","K2-10",,1
"K2-11 b","K2-11",,1
"K2-12 b","K2-12",,1
"K2-13 b","K2-13",,1
"K2-14 b","K2-14",,1
"K2-15 b","K2-15",,1
"K2-16 b","K2-16",,3
"K2-16 c","K2-16",,3
"K2-17 b","K2-17",,1
"K2-18 b","K2-18",,2
"HAT-P-56 b","HAT-P-56","HIP 32209",1
"HD 219134 b","HD 219134","HIP 114622",6
"HD 219134 c","HD 219134","HIP 114622",6
"HD 219134 d","HD 219134","HIP 114622",6
"HATS-13 b","HATS-13",,1
"HATS-14 b","HATS-14",,1
"OGLE-2012-BLG-0563L b","OGLE-2012-BLG-0563L",,1
"51 Eri b","51 Eri","HIP 21547",1
"KELT-8 b","KELT-8",,1
"KELT-6 c","KELT-6",,2
"HD 164595 b","HD 164595","HIP 88194",1
"K2-21 b","K2-21",,2
"K2-21 c","K2-21",,2
"K2-22 b","K2-22",,1
"WASP-47 c","WASP-47",,4
"WASP-47 d","WASP-47",,4
"WASP-47 e","WASP-47",,4
"WASP-41 c","WASP-41",,2
"HD 11755 b","HD 11755","HIP 9242",1
"HD 12648 b","HD 12648","HIP 10800",1
"HD 24064 b","HD 24064","HIP 18451",1
"8 UMi b","8 UMi","HIP 73136",1
"Kepler-453 b","Kepler-453",,1
"HAT-P-57 b","HAT-P-57",,1
"GJ 1132 b","GJ 1132",,2
"Kepler-757 b","Kepler-757",,1
"HAT-P-50 b","HAT-P-50",,1
"HAT-P-51 b","HAT-P-51",,1
"HAT-P-52 b","HAT-P-52",,1
"HAT-P-53 b","HAT-P-53",,1
"HD 175607 b","HD 175607","HIP 93373",1
"HD 219134 f","HD 219134","HIP 114622",6
"HD 219134 g","HD 219134","HIP 114622",6
"HD 219134 h","HD 219134","HIP 114622",6
"WASP-135 b","WASP-135",,1
"LkCa 15 c","LkCa 15",,2
"Kepler-758 b","Kepler-758",,4
"Kepler-454 c","Kepler-454",,3
"HD 95872 b","HD 95872",,1
"psi1 Dra B b","psi1 Dra B","HIP 86620",1
"Wolf 1061 b","Wolf 1061","HIP 80824",3
"Wolf 1061 c","Wolf 1061","HIP 80824",3
"Wolf 1061 d","Wolf 1061","HIP 80824",3
"KIC 3558849 b","KIC 3558849",,1
"KIC 8540376 b","KOI-7892",,3
"KIC 8540376 c","KOI-7892",,3
"Kepler-759 b","Kepler-759",,1
"KIC 10525077 b","KIC 10525077",,1
"K2-25 b","K2-25",,1
"HD 32963 b","HD 32963","HIP 23884",1
"HD 33844 b","HD 33844","HIP 24275",2
"HD 33844 c","HD 33844","HIP 24275",2
"K2-26 b","K2-26",,1
"WASP-76 b","WASP-76",,1
"WASP-90 b","WASP-90",,1
"HD 5583 b","HD 5583",,1
"BD+15 2375 b","BD+15 2375",,1
"Pr0211 c","Pr0211",,2
"HD 143105 b","HD 143105","HIP 77838",1
"HIP 109600 b","HIP 109600","HIP 109600",1
"HD 35759 b","HD 35759","HIP 25883",1
"HIP 109384 b","HIP 109384","HIP 109384",1
"HD 220842 b","HD 220842","HIP 115714",1
"HD 12484 b","HD 12484","HIP 9519",1
"HIP 65407 b","HIP 65407","HIP 65407",2
"HIP 65407 c","HIP 65407","HIP 65407",2
"HD 141399 b","HD 141399","HIP 77301",4
"HD 141399 c","HD 141399","HIP 77301",4
"HD 141399 d","HD 141399","HIP 77301",4
"HD 141399 e","HD 141399","HIP 77301",4
"KELT-4 A b","KELT-4 A","HIP 51260",1
"HIP 8541 b","HIP 8541","HIP 8541",2
"HIP 74890 b","HIP 74890","HIP 74890",1
"KELT-14 b","KELT-14",,1
"KELT-15 b","KELT-15",,1
"OGLE-2015-BLG-0966L b","OGLE-2015-BLG-0966L",,1
"K2-29 b","K2-29",,1
"HATS-17 b","HATS-17",,1
"MOA-2011-BLG-028L b","MOA-2011-BLG-028L",,1
"TYC 3667-1280-1 b","TYC 3667-1280-1",,1
"K2-30 b","K2-30",,1
"KELT-10 b","KELT-10",,1
"OGLE-2012-BLG-0724L b","OGLE-2012-BLG-0724L",,1
"TRAPPIST-1 b","TRAPPIST-1",,7
"TRAPPIST-1 c","TRAPPIST-1",,7
"TRAPPIST-1 d","TRAPPIST-1",,7
"K2-34 b","K2-34",,1
"WASP-119 b","WASP-119",,1
"WASP-124 b","WASP-124",,1
"WASP-126 b","WASP-126",,2
"WASP-129 b","WASP-129",,1
"WASP-133 b","WASP-133",,1
"Kepler-539 c","Kepler-539",,2
"HD 191806 b","HD 191806","HIP 99306",1
"HD 214823 b","HD 214823","HIP 111928",1
"HD 221585 b","HD 221585","HIP 116221",1
"Kepler-1647 b","Kepler-1647",,1
"MOA-2013-BLG-605L b","MOA-2013-BLG-605L",,1
"HD 219828 c","HD 219828","HIP 115100",2
"WASP-120 b","WASP-120",,1
"WASP-123 b","WASP-123",,1
"HATS-25 b","HATS-25",,1
"HATS-26 b","HATS-26",,1
"HATS-27 b","HATS-27",,1
"HATS-28 b","HATS-28",,1
"HATS-29 b","HATS-29",,1
"HATS-30 b","HATS-30",,1
"Kepler-502 b","Kepler-502",,1
"WASP-121 b","WASP-121",,1
"MOA-2010-BLG-353L b","MOA-2010-BLG-353L",,1
"V830 Tau b","V830 Tau",,1
"HATS-15 b","HATS-15",,1
"HATS-16 b","HATS-16",,1
"WASP-157 b","WASP-157",,1
"K2-38 b","K2-38",,2
"K2-38 c","K2-38",,2
"HIP 41378 b","HIP 41378","HIP 41378",6
"HIP 41378 c","HIP 41378","HIP 41378",6
"HIP 41378 d","HIP 41378","HIP 41378",6
"HIP 41378 e","HIP 41378","HIP 41378",6
"HIP 41378 f","HIP 41378","HIP 41378",6
"NGC 2682 YBP 401 b","NGC 2682 YBP 401",,1
"WASP-113 b","WASP-113",,1
"WASP-114 b","WASP-114",,1
"OGLE-2015-BLG-0954L b","OGLE-2015-BLG-0954L",,1
"GJ 3998 b","GJ 3998","HIP 84460",3
"GJ 3998 c","GJ 3998","HIP 84460",3
"BD+20 594 b","BD+20 594",,1
"Kepler-760 b","Kepler-760",,2
"KIC 7917485 b","KIC 7917485",,1
"HD 87646 b","HD 87646","HIP 49522 A",1
"Proxima Cen b","Proxima Cen","HIP 70890",2
"K2-95 b","K2-95",,1
"HD 3167 b","HD 3167","HIP 2736",4
"HD 3167 c","HD 3167","HIP 2736",4
"HD 133131 A b","HD 133131 A","HIP 73674 A",3
"HD 133131 A c","HD 133131 A","HIP 73674 A",3
"HD 133131 B b","HD 133131 B","HIP 73674 B",3
"HR 2562 b","HR 2562","HIP 32775",1
"Kepler-266 b","Kepler-266",,2
"KELT-17 b","KELT-17",,1
"WASP-92 b","WASP-92",,1
"WASP-93 b","WASP-93",,1
"WASP-118 b","WASP-118",,1
"HD 111998 b","HD 111998","HIP 62875",1
"HAT-P-65 b","HAT-P-65",,1
"HAT-P-66 b","HAT-P-66",,1
"OGLE-2007-BLG-349L AB c","OGLE-2007-BLG-349L A",,1
"HATS-11 b","HATS-11",,1
"HATS-12 b","HATS-12",,1
"GJ 676 A c","GJ 676 A","HIP 85647",4
"OGLE-2015-BLG-0051L b","OGLE-2015-BLG-0051L",,1
"Kepler-56 d","Kepler-56",,3
"HD 42618 b","HD 42618","HIP 29432",1
"HD 164922 c","HD 164922","HIP 88348",4
"rho CrB c","rho CrB","HIP 78459",4
"HATS-18 b","HATS-18",,1
"OGLE-2012-BLG-0950L b","OGLE-2012-BLG-0950L",,1
"OGLE-2014-BLG-1760L b","OGLE-2014-BLG-1760L",,1
"HD 9174 b","HD 9174","HIP 6993",1
"Kepler-761 b","Kepler-761",,1
"HD 68402 b","HD 68402","HIP 39589",1
"HD 72892 b","HD 72892","HIP 42098",1
"HD 128356 b","HD 128356","HIP 71481",1
"HD 147873 b","HD 147873","HIP 80486",2
"HD 147873 c","HD 147873","HIP 80486",2
"HD 165155 b","HD 165155","HIP 88650",1
"HD 224538 b","HD 224538","HIP 118228",1
"2MASS J22362452+4751425 b","2MASS J22362452+4751425",,1
"GJ 536 b","GJ 536","HIP 68469",2
"WASP-130 b","WASP-130",,1
"WASP-131 b","WASP-131",,1
"WASP-132 b","WASP-132",,3
"WASP-139 b","WASP-139",,1
"WASP-140 b","WASP-140",,1
"WASP-141 b","WASP-141",,1
"WASP-142 b","WASP-142",,1
"HATS-31 b","HATS-31",,1
